ID,model,engine_power,age_in_days,km,previous_owners,lat,lon,price,concat,len,AVGIF,SEARCH,,,,,
837,pop,51,366,11000,1,45.05659866,9.701760292,9900,pop51,3,94.55167179,2,,,,,
838,lounge,51,609,31801,1,41.10787964,14.20880985,9400,lounge51,6,143.2633379,2,,,,,
839,lounge,51,790,47524,1,45.70724869,11.4776001,9900,lounge51,6,179.8369698,2,,,,,
840,lounge,51,3258,71000,1,45.50646973,8.815190315,7500,lounge51,6,26.58041501,2,,,,,
841,lounge,51,366,13180,1,41.90322113,12.49565029,10100,lounge51,6,94.47977428,2,,,,,
842,lounge,51,821,29560,1,41.90322113,12.49565029,10400,lounge51,6,185.4797743,2,,,,,
843,pop,62,2282,117000,1,45.50944901,9.088700294,7100,pop62,3,29.39953733,2,,,,,
844,pop,51,1066,64700,1,45.53659058,10.23204041,8800,pop51,3,26.94215775,2,,,,,
845,lounge,51,762,33245,1,41.10787964,14.20880985,10900,lounge51,6,173.8633379,2,,,,,
846,lounge,51,425,18641,1,45.70724869,11.4776001,10500,lounge51,6,106.8369698,2,,,,,
847,lounge,51,1400,21000,1,41.80298996,12.59893036,9590,lounge51,6,26.60048008,2,,,,,
848,lounge,51,487,2790,1,45.76697922,11.73840046,10400,lounge51,6,119.3010759,2,,,,,
849,lounge,51,3197,85373,1,45.06312943,7.57679987,5900,lounge51,6,26.15998233,2,,,,,
850,lounge,51,640,5591,1,46.01776123,11.90305996,10500,lounge51,6,149.9841642,2,,,,,
851,lounge,51,1766,66000,1,41.90322113,12.49565029,8900,lounge51,6,26.59971786,2,,,,,
852,lounge,51,701,35098,1,41.10787964,14.20880985,8900,lounge51,6,161.6633379,2,,,,,
853,lounge,51,1035,33000,1,41.66950989,12.50222969,9999,lounge51,6,26.5429349,2,,,,,
854,lounge,62,3013,73799,1,42.74776077,13.88801956,5500,lounge62,6,29.90894508,2,,,,,
855,lounge,51,4292,65000,1,44.58037186,10.73155022,5000,lounge51,6,26.82798052,2,,,,,
856,lounge,51,790,29395,1,41.90322113,12.49565029,8650,lounge51,6,179.2797743,2,,,,,
857,pop,62,3562,87000,1,44.06312943,12.44701004,3990,pop62,3,29.87753487,2,,,,,
858,lounge,51,821,28000,1,45.64572144,11.78437042,9900,lounge51,6,186.0860184,2,,,,,
859,pop,51,1644,41195,1,41.90322113,12.49565029,8500,pop51,3,26.59971786,2,,,,,
860,lounge,51,456,22000,1,45.96057129,8.449370384,10490,lounge51,6,112.4819883,2,,,,,
861,pop,51,3409,118000,1,44.09373856,12.39601994,5500,pop51,3,27.12243963,2,,,,,
862,lounge,51,821,26333,1,41.60960007,12.54716969,9800,lounge51,6,185.431354,2,,,,,
863,pop,62,2892,90211,2,45.06312943,7.57679987,6800,pop62,3,29.15998233,2,,,,,
864,lounge,51,640,5591,1,45.40943909,11.87170982,10500,lounge51,6,149.8562298,2,,,,,
865,lounge,51,670,35016,1,41.10787964,14.20880985,9400,lounge51,6,155.4633379,2,,,,,
866,lounge,51,3623,97000,1,45.46796036,9.181779861,5300,lounge51,6,26.66243506,2,,,,,
867,lounge,51,2678,93000,1,45.13882065,9.054120064,5900,lounge51,6,26.54823518,2,,,,,
868,sport,51,3347,86000,1,45.56449127,10.11561012,5999,sport51,5,26.92002535,3,,,,,
869,lounge,51,821,29370,1,41.90322113,12.49565029,10400,lounge51,6,185.4797743,2,,,,,
870,lounge,51,2131,79000,1,40.85470963,14.37921047,8190,lounge51,6,26.80848003,2,,,,,
871,lounge,51,3470,71500,1,41.46273041,12.90528011,6700,lounge51,6,26.59200263,2,,,,,
872,sport,73,4292,172000,1,41.90322113,12.49565029,4500,sport73,5,32.09971786,3,,,,,
873,lounge,51,762,41827,1,45.6835289,11.95294952,9500,lounge51,6,174.3272957,2,,,,,
874,lounge,51,1886,59800,1,45.7832489,12.48812008,7900,lounge51,6,27.56784225,2,,,,,
875,lounge,62,3227,152577,1,40.74824142,14.52834988,6190,lounge62,6,29.56914783,2,,,,,
876,lounge,51,640,5591,1,45.92216873,12.36149979,10500,lounge51,6,150.0567337,2,,,,,
877,lounge,51,670,32855,1,41.10787964,14.20880985,9400,lounge51,6,155.4633379,2,,,,,
878,pop,51,943,55000,1,45.77859116,8.946249962,7500,pop51,3,209.9449682,2,,,,,
879,pop,51,1492,83063,1,44.50883865,11.46907997,7450,pop51,3,26.99447966,2,,,,,
880,pop,51,366,25955,1,45.46796036,9.181779861,10390,pop51,3,94.52994804,2,,,,,
881,lounge,51,1858,42000,2,41.66950989,12.50222969,8400,lounge51,6,26.7929349,2,,,,,
882,lounge,51,2496,60000,2,40.85470963,14.37921047,6490,lounge51,6,27.05848003,2,,,,,
883,pop,51,790,45012,2,41.10787964,14.20880985,8500,pop51,3,179.6633379,2,,,,,
884,lounge,51,2374,100000,1,40.92850113,14.20366955,5900,lounge51,6,26.78304267,2,,,,,
885,lounge,51,762,19785,1,45.35438919,11.86925983,9500,lounge51,6,174.2447298,2,,,,,
886,lounge,51,731,26521,1,42.10424042,13.60245895,10500,lounge51,6,167.7413399,2,,,,,
887,lounge,51,456,21907,1,43.4397583,13.60725975,10800,lounge51,6,113.0094036,2,,,,,
888,lounge,51,2831,41000,1,41.15206146,15.08308983,7900,lounge51,6,27.05878782,2,,,,,
889,pop,51,456,23000,1,41.90322113,12.49565029,9970,pop51,3,112.4797743,2,,,,,
890,lounge,51,701,41740,1,41.10787964,14.20880985,9400,lounge51,6,161.6633379,2,,,,,
891,pop,51,1066,64500,1,45.56040955,8.059780121,7900,pop51,3,26.40504742,2,,,,,
892,lounge,51,456,13716,1,45.39360046,10.48223972,10900,lounge51,6,112.775168,2,,,,,
893,pop,51,790,32130,1,37.51858139,15.00710964,10900,pop51,3,178.9051382,2,,,,,
894,pop,51,4200,131000,1,45.03190994,9.241109848,4500,pop51,3,26.56825495,2,,,,,
895,pop,51,790,52274,1,41.10787964,14.20880985,8500,pop51,3,179.4633379,2,,,,,
896,lounge,51,1035,40000,1,41.90322113,12.49565029,8900,lounge51,6,26.59971786,2,,,,,
897,pop,51,1492,91232,1,44.50883865,11.46907997,7450,pop51,3,26.99447966,2,,,,,
898,lounge,51,425,17300,1,41.20264816,13.85301018,9900,lounge51,6,106.4111317,2,,,,,
899,pop,51,2009,58644,1,40.74824142,14.52834988,7390,pop51,3,26.81914783,2,,,,,
900,lounge,51,3835,100000,1,44.71783829,8.287130356,5200,lounge51,6,26.25124216,2,,,,,
901,pop,51,397,19000,1,41.90322113,12.49565029,9970,pop51,3,100.6797743,2,,,,,
902,lounge,51,548,12000,1,43.86373901,7.853020191,9990,lounge51,6,130.3433518,2,,,,,
903,lounge,51,670,43814,1,41.10787964,14.20880985,9400,lounge51,6,155.4633379,2,,,,,
904,lounge,51,366,9248,1,40.82139969,14.12238026,10000,lounge51,6,94.58875599,2,,,,,
905,pop,51,2435,130000,1,41.77008057,12.22710991,5900,pop51,3,26.49929762,2,,,,,
906,lounge,51,762,10400,1,44.90724182,8.611559868,9900,lounge51,6,173.5037603,2,,,,,
907,lounge,51,1370,27512,1,45.62984848,9.155119896,9490,lounge51,6,26.69624209,2,,,,,
908,sport,51,4414,177000,1,46.49528122,11.35346031,5400,sport51,5,27.46218538,3,,,,,
909,lounge,51,1005,47800,1,41.46273041,12.90528011,10300,lounge51,6,26.59200263,2,,,,,
910,lounge,51,3197,114500,1,46.07004929,11.11925983,7790,lounge51,6,27.29732728,2,,,,,
911,lounge,51,1766,56205,1,44.50883865,11.46907997,9300,lounge51,6,26.99447966,2,,,,,
912,sport,51,3712,130000,2,45.76197052,11.43605042,6000,sport51,5,27.54950524,3,,,,,
913,lounge,51,4049,111498,4,45.64609909,10.49915981,6500,lounge51,6,27.78631473,2,,,,,
914,sport,73,4322,128000,1,45.06967926,7.704919815,4400,sport73,5,31.69364977,3,,,,,
915,pop,51,397,18000,1,41.90322113,12.49565029,9970,pop51,3,100.6797743,2,,,,,
916,lounge,51,397,17081,1,45.06967926,7.704919815,10900,lounge51,6,100.3549198,2,,,,,
917,lounge,51,670,41260,1,41.10787964,14.20880985,9400,lounge51,6,155.4633379,2,,,,,
918,lounge,51,366,9248,1,40.9952507,17.21916008,10000,lounge51,6,95.24288216,2,,,,,
919,lounge,51,1644,58243,1,45.43811035,12.31814957,9300,lounge51,6,27.43906498,2,,,,,
920,lounge,51,2861,84500,1,45.51256943,10.32901001,6500,lounge51,6,26.96039486,2,,,,,
921,pop,51,4322,132848,1,45.63243103,8.888850212,4900,pop51,3,26.63032031,2,,,,,
922,lounge,51,3865,120000,1,45.50054932,9.326600075,4500,lounge51,6,26.70678735,2,,,,,
923,lounge,51,701,24446,1,40.40106964,15.59286976,10399,lounge51,6,161.7987879,2,,,,,
924,lounge,51,3258,77000,1,39.93104172,18.36047935,6900,lounge51,6,27.57288027,2,,,,,
925,pop,51,1370,106074,1,44.50883865,11.46907997,7450,pop51,3,26.99447966,2,,,,,
926,sport,58,3684,62000,1,45.5198288,9.365619659,5800,sport58,5,28.47136211,3,,,,,
927,lounge,51,3592,83721,1,40.83581161,14.50440979,5990,lounge51,6,26.83505535,2,,,,,
928,lounge,51,670,21000,1,43.71086121,10.78357983,10800,lounge51,6,155.2988882,2,,,,,
929,pop,51,4627,148000,1,45.35660172,9.203450203,3500,pop51,3,26.64001298,2,,,,,
930,lounge,51,1492,30795,1,45.14241028,10.01521015,10700,lounge51,6,26.78940511,2,,,,,
931,lounge,51,670,36832,1,41.10787964,14.20880985,8900,lounge51,6,155.4633379,2,,,,,
932,lounge,51,1644,47500,1,44.90724182,8.611559868,9500,lounge51,6,26.37970042,2,,,,,
933,lounge,62,3347,94000,1,41.90322113,12.49565029,5800,lounge62,6,29.34971786,2,,,,,
934,lounge,51,4230,103518,1,45.43811035,12.31814957,4500,lounge51,6,27.43906498,2,,,,,
935,pop,51,2192,98000,1,45.42673111,9.064720154,6900,pop51,3,26.62286282,2,,,,,
936,pop,73,4658,165000,2,45.58409119,9.270959854,3600,pop73,3,32.46376276,2,,,,,
937,lounge,51,4658,56779,2,45.25130844,10.66870022,10900,lounge51,6,27.23000217,2,,,,,
938,pop,51,2861,77550,1,45.72039032,12.46597958,7100,pop51,3,27.54659248,2,,,,,
939,pop,51,1492,88639,1,44.50883865,11.46907997,7450,pop51,3,26.99447966,2,,,,,
940,pop,51,762,18000,1,41.90322113,12.49565029,8399,pop51,3,173.6797743,2,,,,,
941,lounge,51,2162,71000,1,41.90322113,12.49565029,6890,lounge51,6,26.59971786,2,,,,,
942,lounge,51,2496,75000,1,45.57373047,8.913009644,6900,lounge51,6,26.62168503,2,,,,,
943,lounge,51,397,16100,1,41.90322113,12.49565029,9970,lounge51,6,100.6797743,2,,,,,
944,lounge,51,1613,65453,1,45.65016174,9.205189705,9900,lounge51,6,26.71383786,2,,,,,
945,lounge,51,670,35804,1,41.10787964,14.20880985,8900,lounge51,6,155.4633379,2,,,,,
946,lounge,51,366,9248,1,38.12207031,13.36112022,10000,lounge51,6,93.89663811,2,,,,,
947,lounge,62,2922,99400,1,44.64805984,7.650589943,5700,lounge62,6,28.82466245,2,,,,,
948,lounge,51,397,15042,1,45.43811035,12.31814957,10800,lounge51,6,101.351252,2,,,,,
949,pop,51,2739,84000,1,45.42673111,9.064720154,7300,pop51,3,26.62286282,2,,,,,
950,lounge,51,790,32000,1,41.57223892,13.33368969,9490,lounge51,6,179.3811857,2,,,,,
951,lounge,51,762,36463,1,41.10787964,14.20880985,10900,lounge51,6,173.8633379,2,,,,,
952,lounge,51,3684,78000,1,43.55290985,10.31997967,6500,lounge51,6,26.46822238,2,,,,,
953,lounge,51,2009,35552,1,42.56283188,12.64220047,8900,lounge51,6,26.80125809,2,,,,,
954,lounge,51,2739,93000,1,45.74077988,9.581009865,8800,lounge51,6,26.83044744,2,,,,,
955,lounge,51,456,9097,1,45.81475067,8.830129623,10700,lounge51,6,112.5289761,2,,,,,
956,lounge,51,790,34000,1,44.98553085,7.870960236,10500,lounge51,6,178.9712982,2,,,,,
957,lounge,51,790,26210,1,41.90322113,12.49565029,8750,lounge51,6,179.2797743,2,,,,,
958,lounge,62,3013,90000,1,45.06967926,7.704919815,7300,lounge62,6,28.94364977,2,,,,,
959,lounge,51,640,33141,1,41.10787964,14.20880985,8900,lounge51,6,149.4633379,2,,,,,
960,lounge,51,366,9248,1,43.78237152,11.25498962,10000,lounge51,6,94.60747223,2,,,,,
961,pop,51,4414,201000,1,45.14113998,9.10807991,2500,pop51,3,26.56230497,2,,,,,
962,lounge,51,1978,59000,1,44.98873901,9.010499954,7190,lounge51,6,26.49980974,2,,,,,
963,pop,51,2831,83000,1,46.49528122,11.35346031,6800,pop51,3,27.46218538,2,,,,,
964,lounge,51,731,10400,1,44.0098114,10.59037018,10800,lounge51,6,167.5200363,2,,,,,
965,lounge,51,731,17000,1,45.25130844,10.66870022,9100,lounge51,6,167.7840017,2,,,,,
966,lounge,51,2831,50247,1,44.05541992,12.57003975,7380,lounge51,6,27.15636492,2,,,,,
967,lounge,51,3227,78000,1,44.11185837,9.958860397,7800,lounge51,6,26.51767969,2,,,,,
968,lounge,51,1858,60000,1,41.35784912,13.42463017,8900,lounge51,6,26.69561982,2,,,,,
969,pop,51,731,34300,1,41.45072174,12.62502003,9490,pop51,3,167.4151484,2,,,,,
970,lounge,51,790,29340,1,41.90322113,12.49565029,8650,lounge51,6,179.2797743,2,,,,,
971,lounge,51,701,29000,1,36.85583878,14.76047039,10700,lounge51,6,160.9232618,2,,,,,
972,pop,51,517,18000,1,40.91075134,14.50899029,10900,pop51,3,124.8839483,2,,,,,
973,lounge,51,640,37307,1,41.10787964,14.20880985,8900,lounge51,6,149.4633379,2,,,,,
974,lounge,51,1096,50290,1,41.90322113,12.49565029,7100,lounge51,6,26.59971786,2,,,,,
975,lounge,51,701,19000,1,40.73484039,14.57341957,9499,lounge51,6,161.661652,2,,,,,
976,pop,51,1978,53243,1,44.28387833,11.88813972,8990,pop51,3,27.04300451,2,,,,,
977,lounge,51,1613,12400,1,45.45331955,10.40966988,10500,lounge51,6,26.96574736,2,,,,,
978,lounge,51,731,26200,1,44.0098114,10.59037018,10800,lounge51,6,167.5200363,2,,,,,
979,lounge,51,731,15000,1,45.25130844,10.66870022,9100,lounge51,6,167.7840017,2,,,,,
980,lounge,51,762,9900,1,45.70759964,8.911669731,10950,lounge51,6,173.7238539,2,,,,,
981,sport,62,2800,6200,1,43.37266159,13.21980953,7500,sport62,5,29.89811778,3,,,,,
982,pop,51,762,15600,1,41.90322113,12.49565029,9900,pop51,3,173.6797743,2,,,,,
983,pop,73,3623,133000,1,45.46796036,9.181779861,6300,pop73,3,32.16243506,2,,,,,
984,lounge,51,821,29520,1,41.90322113,12.49565029,10400,lounge51,6,185.4797743,2,,,,,
985,sport,51,4139,87000,1,41.90322113,12.49565029,5900,sport51,5,26.59971786,3,,,,,
986,pop,51,1766,55519,1,45.12158966,7.81551981,8700,pop51,3,26.23427737,2,,,,,
987,lounge,51,701,38315,1,41.10787964,14.20880985,9400,lounge51,6,161.6633379,2,,,,,
988,lounge,51,366,9248,1,45.00674057,8.924189568,10000,lounge51,6,94.38618603,2,,,,,
989,lounge,51,1066,58600,1,44.90724182,8.611559868,8500,lounge51,6,26.37970042,2,,,,,
990,lounge,51,609,47989,1,41.10787964,14.20880985,9800,lounge51,6,143.2633379,2,,,,,
991,lounge,51,670,52400,1,43.25386047,11.81614971,8800,lounge51,6,155.414002,2,,,,,
992,lounge,51,670,21000,1,44.0098114,10.59037018,10800,lounge51,6,155.3200363,2,,,,,
993,lounge,51,3835,96700,1,41.46273041,12.90528011,6300,lounge51,6,26.59200263,2,,,,,
994,lounge,51,821,14500,1,41.90322113,12.49565029,10600,lounge51,6,185.4797743,2,,,,,
995,lounge,51,790,40100,1,45.33407974,11.37687016,10200,lounge51,6,179.74219,2,,,,,
996,pop,51,701,13947,1,45.43811035,12.31814957,9700,pop51,3,162.151252,2,,,,,
997,lounge,51,2192,106000,1,40.56388855,17.33919907,7500,lounge51,6,27.47577191,2,,,,,
998,sport,51,3470,139750,3,41.2329483,16.29486084,5800,sport51,5,27.88195229,3,,,,,
999,pop,51,731,56000,3,40.8401413,14.25226021,8900,pop51,3,168.0184803,2,,,,,
1000,pop,51,2070,97677,1,42.51440811,14.14770985,7790,pop51,3,27.16552949,2,,,,,
1001,lounge,51,670,23458,1,41.10787964,14.20880985,9400,lounge51,6,155.4633379,2,,,,,
1002,lounge,51,366,9248,1,39.21453857,9.110489845,10000,lounge51,6,93.26500568,2,,,,,
1003,pop,51,2404,85000,1,43.52902985,12.16218376,6499,pop51,3,26.9228034,2,,,,,
1004,lounge,51,609,45053,1,41.10787964,14.20880985,9600,lounge51,6,143.2633379,2,,,,,
1005,lounge,51,3227,68000,1,39.84526062,18.36552048,7450,lounge51,6,27.55269528,2,,,,,
1006,pop,51,731,17400,1,44.0098114,10.59037018,10800,pop51,3,167.5200363,2,,,,,
1007,lounge,51,2466,47524,1,45.06967926,7.704919815,7950,lounge51,6,26.19364977,2,,,,,
1008,sport,62,3074,112117,1,45.25228119,8.742609978,8900,sport62,5,29.24872279,3,,,,,
1009,pop,62,1797,32000,1,40.91109085,14.39820957,10500,pop62,3,29.57732511,2,,,,,
1010,lounge,51,456,13000,1,45.96057129,8.449370384,10490,lounge51,6,112.4819883,2,,,,,
1011,lounge,51,3347,138000,2,45.5320015,9.28153038,4600,lounge51,6,26.95338297,2,,,,,
1012,pop,51,4169,143253,2,43.70996094,10.3994503,3900,pop51,3,26.77735281,2,,,,,
1013,pop,51,2404,80613,2,41.90322113,12.49565029,6900,pop51,3,26.84971786,2,,,,,
1014,lounge,51,3227,140000,2,41.7690506,12.66281033,4800,lounge51,6,26.85796523,2,,,,,
1015,lounge,51,609,34782,2,41.10787964,14.20880985,8900,lounge51,6,143.4633379,2,,,,,
1016,lounge,51,366,9248,1,44.50482178,11.34517956,10000,lounge51,6,94.77000027,2,,,,,
1017,sport,51,4261,105000,1,45.69655991,9.064319611,4900,sport51,5,26.69021988,3,,,,,
1018,lounge,51,670,36900,1,40.91411972,14.26638985,8900,lounge51,6,155.4361019,2,,,,,
1019,lounge,51,366,12000,1,42.09685898,11.78981018,9990,lounge51,6,94.37733383,2,,,,,
1020,pop,51,1492,59000,1,44.0098114,10.59037018,7500,pop51,3,26.6500454,2,,,,,
1021,lounge,51,1492,56779,1,45.25130844,10.66870022,10900,lounge51,6,26.98000217,2,,,,,
1022,lounge,51,4200,110000,1,41.90322113,12.49565029,4999,lounge51,6,26.59971786,2,,,,,
1023,lounge,51,425,19570,1,45.6835289,11.95294952,10500,lounge51,6,106.9272957,2,,,,,
1024,lounge,51,790,33869,1,43.52902985,12.16218376,9490,lounge51,6,179.5382427,2,,,,,
1025,pop,51,701,39162,1,45.5712204,9.159139633,9780,pop51,3,161.546072,2,,,,,
1026,lounge,51,3743,128000,1,37.50395966,14.96681023,6700,lounge51,6,26.11769247,2,,,,,
1027,pop,51,4049,163000,1,45.66228104,9.631299973,4900,pop51,3,26.82339525,2,,,,,
1028,lounge,51,1066,69000,1,41.90322113,12.49565029,8900,lounge51,6,26.59971786,2,,,,,
1029,lounge,51,670,42207,1,41.10787964,14.20880985,8900,lounge51,6,155.4633379,2,,,,,
1030,lounge,51,4414,149326,1,45.81071091,9.08714962,3900,lounge51,6,26.72446513,2,,,,,
1031,pop,51,2739,91000,1,45.69655991,9.064319611,7800,pop51,3,26.69021988,2,,,,,
1032,lounge,51,2466,110000,1,45.06967926,7.704919815,5990,lounge51,6,26.19364977,2,,,,,
1033,pop,51,1886,33530,1,40.82139969,14.12238026,7300,pop51,3,26.73594499,2,,,,,
1034,lounge,51,670,26500,1,44.0098114,10.59037018,10800,lounge51,6,155.3200363,2,,,,,
1035,lounge,51,670,56779,1,45.25130844,10.66870022,10900,lounge51,6,155.5840017,2,,,,,
1036,lounge,51,1797,71800,1,45.81475067,8.830129623,9300,lounge51,6,26.66122007,2,,,,,
1037,pop,51,2039,47000,1,43.52902985,12.16218376,7490,pop51,3,26.9228034,2,,,,,
1038,sport,51,701,39162,1,40.75220871,14.45341015,9879,sport51,5,161.6411238,3,,,,,
1039,lounge,51,790,36624,1,45.02238846,7.586019993,8990,lounge51,6,178.9216817,2,,,,,
1040,lounge,51,1155,27944,1,45.49134827,10.21743965,9900,lounge51,6,26.92719698,2,,,,,
1041,pop,51,701,42000,1,45.67449188,12.15540028,8450,pop51,3,162.1659784,2,,,,,
1042,lounge,51,640,38231,1,41.10787964,14.20880985,8900,lounge51,6,149.4633379,2,,,,,
1043,lounge,51,2616,56000,1,45.58409119,9.270959854,7699,lounge51,6,26.71376276,2,,,,,
1044,pop,51,3835,160000,1,45.57213974,9.768670082,5700,pop51,3,26.83520246,2,,,,,
1045,lounge,51,762,60000,2,45.43830109,10.99170017,9400,lounge51,6,174.2860003,2,,,,,
1046,pop,51,366,19500,2,44.0098114,10.59037018,9900,pop51,3,94.72003632,2,,,,,
1047,lounge,51,790,28291,1,40.40106964,15.59286976,9499,lounge51,6,179.5987879,2,,,,,
1048,pop,51,1552,54000,1,43.46353912,11.87765026,11000,pop51,3,26.83529735,2,,,,,
1049,lounge,51,456,22172,1,44.41175842,12.2040596,10900,lounge51,6,112.9231636,2,,,,,
1050,lounge,51,2466,83490,3,43.52902985,12.16218376,6490,lounge51,6,27.4228034,2,,,,,
1051,pop,51,701,39162,3,40.75220871,14.45341015,9879,pop51,3,162.0411238,2,,,,,
1052,sport,51,4049,98000,1,41.90322113,12.49565029,5500,sport51,5,26.59971786,3,,,,,
1053,lounge,51,731,17400,1,45.64250183,12.16362,9800,lounge51,6,168.1612244,2,,,,,
1054,lounge,51,640,34419,1,41.10787964,14.20880985,8900,lounge51,6,149.4633379,2,,,,,
1055,lounge,51,762,18467,1,40.40106964,15.59286976,9999,lounge51,6,173.9987879,2,,,,,
1056,lounge,51,397,13546,1,41.90322113,12.49565029,9550,lounge51,6,100.6797743,2,,,,,
1057,pop,51,670,45400,1,43.88188934,10.80235004,10500,pop51,3,155.3368479,2,,,,,
1058,sport,51,3500,60000,2,45.43830109,10.99170017,6900,sport51,5,27.35750032,3,,,,,
1059,pop,51,4474,119000,2,45.6563797,9.50508976,4700,pop51,3,27.04036737,2,,,,,
1060,pop,51,4049,140000,2,40.40106964,15.59286976,5700,pop51,3,27.24848485,2,,,,,
1061,lounge,51,2527,117000,2,45.78366852,8.967240334,7885,lounge51,6,26.93772721,2,,,,,
1062,lounge,51,1278,24162,1,45.06967926,7.704919815,8990,lounge51,6,26.19364977,2,,,,,
1063,lounge,51,821,32150,1,45.51285172,9.980259895,10400,lounge51,6,185.6986223,2,,,,,
1064,sport,51,701,56779,1,41.90322113,12.49565029,10180,sport51,5,161.4797743,3,,,,,
1065,lounge,51,821,14900,1,45.64250183,12.16362,9800,lounge51,6,186.1612244,2,,,,,
1066,lounge,51,2101,80133,1,45.46796036,9.181779861,7990,lounge51,6,26.66243506,2,,,,,
1067,lounge,51,670,35985,1,41.10787964,14.20880985,8900,lounge51,6,155.4633379,2,,,,,
1068,lounge,51,397,13017,1,41.90322113,12.49565029,9550,lounge51,6,100.6797743,2,,,,,
1069,lounge,51,366,7200,1,41.90322113,12.49565029,10500,lounge51,6,94.47977428,2,,,,,
1070,pop,51,366,11200,1,45.54597855,12.16055965,9490,pop51,3,95.14130764,2,,,,,
1071,lounge,51,456,16000,1,45.96057129,8.449370384,10490,lounge51,6,112.4819883,2,,,,,
1072,pop,51,2527,106000,1,45.76464844,8.99450016,6900,pop51,3,26.68978715,2,,,,,
1073,lounge,51,2647,70000,1,43.52130127,11.56849003,7500,lounge51,6,26.77244783,2,,,,,
1074,lounge,51,456,21907,1,45.39360046,10.48223972,10900,lounge51,6,112.775168,2,,,,,
1075,pop,51,1066,16000,1,45.76197052,11.43605042,9500,pop51,3,27.29950524,2,,,,,
1076,sport,51,701,39162,1,41.80298996,12.59893036,10180,sport51,5,161.4803841,3,,,,,
1077,lounge,51,456,15344,1,45.77669144,9.065250397,9890,lounge51,6,112.5683884,2,,,,,
1078,lounge,51,790,34629,1,45.46796036,9.181779861,10490,lounge51,6,179.329948,2,,,,,
1079,lounge,51,2131,64678,1,45.06967926,7.704919815,7490,lounge51,6,26.19364977,2,,,,,
1080,lounge,51,640,39332,1,41.10787964,14.20880985,9400,lounge51,6,149.4633379,2,,,,,
1081,lounge,51,397,13546,1,41.90322113,12.49565029,9550,lounge51,6,100.6797743,2,,,,,
1082,lounge,51,701,34027,1,44.71540833,11.30830002,10500,lounge51,6,161.8047417,2,,,,,
1083,lounge,51,821,28220,1,41.90322113,12.49565029,10400,lounge51,6,185.4797743,2,,,,,
1084,sport,51,3166,90000,1,40.66714096,16.60445023,6500,sport51,5,27.3178978,3,,,,,
1085,lounge,51,701,10000,1,43.84197998,10.51531029,9800,lounge51,6,161.4714581,2,,,,,
1086,lounge,51,456,18253,1,45.39360046,10.48223972,10900,lounge51,6,112.775168,2,,,,,
1087,pop,51,366,17000,1,45.0007019,7.68227005,10200,pop51,3,94.13659439,2,,,,,
1088,pop,51,701,56779,1,41.90322113,12.49565029,10180,pop51,3,161.4797743,2,,,,,
1089,lounge,51,456,11511,1,45.77669144,9.065250397,9890,lounge51,6,112.5683884,2,,,,,
1090,lounge,51,882,33160,1,45.77899933,12.99709034,9900,lounge51,6,198.5552179,2,,,,,
1091,lounge,51,821,30510,1,41.90322113,12.49565029,10400,lounge51,6,185.4797743,2,,,,,
1092,lounge,51,670,42329,1,41.10787964,14.20880985,9400,lounge51,6,155.4633379,2,,,,,
1093,pop,51,1339,32000,1,41.90322113,12.49565029,7990,pop51,3,26.59971786,2,,,,,
1094,lounge,51,670,34825,1,44.71540833,11.30830002,10500,lounge51,6,155.6047417,2,,,,,
1095,lounge,51,790,26220,1,41.90322113,12.49565029,8750,lounge51,6,179.2797743,2,,,,,
1096,lounge,51,670,28642,1,45.60982895,9.147000313,9990,lounge51,6,155.3513659,2,,,,,
1097,lounge,51,1461,36000,1,41.90322113,12.49565029,9300,lounge51,6,26.59971786,2,,,,,
1098,lounge,51,762,13590,1,44.50482178,11.34517956,10500,lounge51,6,173.9700003,2,,,,,
1099,pop,51,701,39162,1,41.80298996,12.59893036,10180,pop51,3,161.4803841,2,,,,,
1100,lounge,51,397,18324,1,45.77669144,9.065250397,9990,lounge51,6,100.7683884,2,,,,,
1101,lounge,51,821,18990,1,41.90322113,12.49565029,10700,lounge51,6,185.4797743,2,,,,,
1102,lounge,51,640,38294,1,41.10787964,14.20880985,8900,lounge51,6,149.4633379,2,,,,,
1103,pop,51,3684,116000,1,45.0007019,7.68227005,4900,pop51,3,26.17074299,2,,,,,
1104,lounge,51,640,33630,1,44.71540833,11.30830002,10500,lounge51,6,149.6047417,2,,,,,
1105,lounge,51,821,26390,1,41.90322113,12.49565029,10500,lounge51,6,185.4797743,2,,,,,
1106,lounge,51,670,28181,1,45.60982895,9.147000313,9990,lounge51,6,155.3513659,2,,,,,
1107,lounge,51,1247,23000,1,41.90322113,12.49565029,10600,lounge51,6,26.59971786,2,,,,,
1108,lounge,51,1035,22000,1,41.05591965,14.29944038,9500,lounge51,6,26.83884001,2,,,,,
1109,lounge,51,4108,90000,1,45.78366852,8.967240334,5000,lounge51,6,26.68772721,2,,,,,
1110,lounge,51,2070,114000,1,45.53659058,10.23204041,7000,lounge51,6,26.94215775,2,,,,,
1111,lounge,51,397,18900,1,45.19216156,11.21302032,10900,lounge51,6,101.0810364,2,,,,,
1112,lounge,51,670,30000,1,45.76464844,8.99450016,10800,lounge51,6,155.3518297,2,,,,,
1113,lounge,51,609,44208,1,41.10787964,14.20880985,9500,lounge51,6,143.2633379,2,,,,,
